ID_Carton;Num_1;Num_2;Num_3;Num_4;Num_5;Num_6;Num_7;Num_8;Num_9;Num_10
632;8;18;24;30;31;34;37;38;54;58
633;1;14;17;22;24;36;41;49;56;57
634;3;8;11;20;25;26;30;36;45;57
635;10;12;18;20;24;30;31;43;51;60
636;6;8;15;17;22;37;46;52;55;56
637;6;7;12;24;26;39;40;51;57;58
638;6;11;17;18;25;26;37;44;46;55
639;3;10;12;15;16;28;34;44;49;58
640;19;24;26;42;43;46;48;50;54;57
641;6;11;12;15;19;21;25;34;41;56
642;15;18;23;24;38;39;48;55;56;60
643;5;11;14;20;38;40;41;42;47;49
644;1;9;11;13;23;25;39;46;47;50
645;7;10;16;21;31;35;42;55;56;60
646;2;9;10;11;12;34;45;47;53;54
647;2;21;31;34;41;44;45;52;54;57
648;1;2;21;25;30;36;40;41;42;53
649;9;11;18;19;25;27;40;48;51;59
650;3;7;11;12;25;31;35;53;58;59
651;14;22;26;30;35;40;48;49;56;58
652;1;4;8;9;11;21;26;45;53;58
653;1;14;25;39;40;41;44;45;50;52
654;5;7;13;19;20;21;24;25;30;36
655;7;13;20;25;30;36;41;50;51;54
656;7;10;24;26;28;32;34;56;57;59
657;4;11;12;18;20;27;29;46;50;60
658;4;5;6;15;16;23;26;47;48;59
659;10;19;24;28;31;34;46;47;49;59
660;9;17;19;22;25;28;35;44;56;60
661;5;8;15;24;28;29;38;45;55;56
662;2;5;13;17;20;30;46;48;54;57
663;9;12;16;18;23;34;35;49;52;55
664;1;5;9;10;14;16;19;24;28;53
665;5;6;16;21;25;27;54;55;56;60
666;3;13;17;23;32;46;48;49;50;51
667;2;3;19;23;24;29;35;47;49;58
668;2;4;10;13;21;23;34;44;54;56
669;7;10;12;13;28;31;35;41;48;50
670;2;11;23;24;26;33;45;46;53;55
671;2;7;8;9;13;21;36;37;40;53
672;10;25;27;38;41;43;44;49;57;60
673;1;9;10;11;12;15;25;45;46;59
674;11;12;18;20;31;33;35;40;44;55
675;5;7;9;13;14;17;25;34;42;52
676;2;5;19;30;32;38;39;40;47;55
677;4;6;13;29;43;44;48;50;51;59
678;3;10;17;19;28;30;33;50;53;55
679;4;5;8;15;20;23;26;30;48;60
680;2;12;20;21;31;33;47;49;52;55
681;5;9;15;25;26;33;43;46;52;53
682;1;11;13;20;32;38;41;42;54;58
683;6;16;17;18;26;27;32;46;51;52
684;5;8;18;22;26;34;36;44;48;49
685;1;7;15;21;25;31;32;45;56;57
686;7;19;23;28;29;32;43;47;53;54
687;2;5;22;26;31;35;44;51;52;60
688;3;7;26;29;36;42;45;53;54;57
689;13;14;24;30;33;36;41;47;48;51
690;11;12;29;35;40;44;50;54;57;60
691;13;21;24;32;39;44;49;50;52;53
692;11;19;26;27;28;31;44;50;57;60
693;6;9;10;12;20;23;25;35;51;58
694;3;6;8;21;26;28;37;38;45;49
695;3;9;24;26;27;34;37;46;54;59
696;5;7;15;18;20;25;28;46;49;54
697;6;10;23;28;30;39;43;44;48;54
698;7;9;16;24;29;32;41;42;45;46
699;2;12;18;26;32;35;36;58;59;60
700;2;8;15;16;28;31;32;48;49;55
701;2;3;4;5;7;12;15;16;27;56
702;12;14;33;35;41;43;46;51;54;60
703;6;15;17;24;28;39;48;50;52;57
704;10;13;14;21;40;45;52;54;55;58
705;2;13;29;30;31;49;54;56;57;60
706;6;9;16;24;25;32;38;44;45;59
707;2;14;22;27;29;30;39;44;48;58
708;3;6;7;11;36;39;41;43;44;47
709;12;34;40;41;42;47;50;54;55;58
710;4;11;20;22;24;33;34;48;51;53
711;3;6;8;11;17;21;22;28;40;47
712;4;8;12;18;23;40;45;51;58;59
713;10;14;17;18;26;30;31;45;48;59
714;2;6;7;15;16;30;34;35;39;54
715;15;19;20;27;31;32;38;50;54;56
716;3;11;15;17;26;35;37;48;51;54
717;22;25;27;30;34;40;42;51;57;58
718;7;18;19;21;22;29;33;37;45;48
719;2;4;9;11;16;24;33;43;51;54
720;7;9;18;25;26;35;39;40;54;57
721;7;13;22;23;44;51;53;55;57;59
722;9;21;22;25;38;42;48;51;59;60
723;4;11;19;20;31;33;38;54;57;60
724;5;19;22;23;25;27;30;34;46;52
725;5;12;24;37;38;40;42;47;52;54
726;1;4;19;29;34;44;45;55;58;60
727;19;22;23;25;30;37;45;46;54;58
728;7;9;10;24;25;32;34;36;47;48
729;12;18;19;38;42;52;55;56;57;58
730;5;17;19;26;31;33;36;38;53;54
731;4;8;9;18;24;30;33;50;52;55
732;3;23;24;26;38;40;51;54;56;59
733;6;12;24;30;34;36;41;55;57;60
734;5;15;18;24;34;43;44;46;49;51
735;11;13;16;22;32;36;44;52;59;60
736;23;26;31;41;43;44;50;53;55;60
737;4;5;10;20;25;26;28;35;51;58
738;5;13;24;25;27;38;44;45;58;60
739;4;9;10;13;26;27;34;37;41;52
740;1;9;17;19;24;34;39;40;48;60
741;5;8;15;16;21;30;35;36;44;57
742;3;11;19;21;27;40;47;57;58;60
743;2;21;30;39;42;44;45;47;52;56
744;3;4;8;14;19;24;25;29;35;55
745;2;11;12;16;17;23;28;36;47;60
746;1;4;5;12;13;22;33;34;51;54
747;3;8;9;12;14;19;26;30;36;57
748;6;8;10;12;14;15;18;48;52;56
749;8;15;16;27;30;34;47;53;54;58
750;1;2;6;29;33;36;38;52;56;59
751;25;26;34;36;39;40;42;43;49;55
752;5;8;10;18;24;25;30;31;38;40
753;4;11;21;30;31;37;41;47;55;60
754;2;23;25;26;33;35;47;51;57;59
755;7;12;18;21;23;29;34;41;44;53
756;1;11;28;33;38;43;44;48;58;60
757;3;7;13;17;18;23;28;33;34;43
758;2;3;4;15;28;33;38;41;44;56
759;6;8;22;23;34;38;42;46;49;51
760;10;12;18;28;30;32;38;43;47;52
761;4;14;17;20;28;29;36;47;48;51
762;2;11;16;18;19;27;37;43;47;54
763;3;5;9;29;31;34;53;56;57;58
764;11;26;31;33;35;43;51;54;55;60
765;5;20;22;23;24;27;32;34;44;55
766;3;8;10;24;26;32;34;39;41;50
767;2;7;25;28;33;43;46;52;53;55
768;2;5;7;11;18;19;20;26;39;45
769;6;12;16;21;30;35;38;40;42;57
770;1;3;19;20;27;29;39;47;52;54
771;1;2;5;8;25;40;42;49;55;56
772;10;19;24;33;37;44;46;47;52;59
773;7;10;13;21;22;24;36;45;50;58
774;4;11;12;22;25;34;36;40;42;43
775;3;5;13;25;27;28;38;52;55;58
776;12;14;15;32;33;34;40;41;48;60
777;6;10;13;15;27;29;40;46;53;55
778;3;8;16;17;18;23;46;54;55;57
779;5;7;18;24;32;34;36;39;40;54
780;6;8;28;30;31;32;42;50;52;59
781;5;9;16;21;28;33;44;52;53;57
782;3;7;14;19;24;26;39;51;52;60
783;9;22;31;34;37;38;40;43;55;56
784;11;14;16;17;18;31;37;39;45;51
785;2;3;13;14;33;36;38;46;47;55
786;9;10;18;25;27;36;40;41;48;58
787;12;19;22;26;43;47;49;54;55;60
788;3;8;9;21;22;24;36;43;45;60
789;3;9;24;26;38;40;50;53;57;60
790;10;12;15;19;22;27;32;35;38;47
791;9;28;31;32;35;37;41;46;50;52
792;2;4;6;17;27;29;31;50;53;55
793;3;6;23;30;33;38;41;45;54;59
794;5;8;35;36;37;42;43;45;48;60
795;3;5;7;13;22;26;28;33;56;59
796;2;4;6;15;19;24;34;36;38;47
797;9;16;21;25;28;29;30;37;47;58
798;4;8;20;30;34;39;40;49;52;54
799;2;8;11;21;22;24;28;38;51;59
800;2;11;18;19;25;30;43;53;54;56
801;1;3;5;20;22;29;33;36;41;48
802;5;12;13;15;20;22;32;36;40;44
803;4;5;13;16;26;34;40;43;47;48
804;3;6;7;12;13;23;24;30;35;45
805;3;15;17;29;36;45;49;50;51;58
806;9;12;18;19;24;27;30;37;43;57
807;3;12;20;24;25;28;36;38;49;58
808;2;6;19;22;38;41;43;48;57;60
809;11;18;23;24;25;30;41;49;57;60
810;2;5;11;16;24;44;54;57;58;59
811;1;14;15;16;19;21;30;38;48;60
812;11;15;27;32;38;39;41;43;49;52
813;9;17;19;21;25;27;28;43;50;60
814;5;10;12;16;17;28;35;41;47;59
815;8;15;18;21;25;29;30;31;44;60
816;4;5;7;10;24;31;45;48;54;58
817;1;3;22;25;26;45;49;56;58;59
818;9;15;27;31;40;45;47;51;57;58
819;3;9;15;17;18;27;32;48;49;59
820;7;9;22;23;28;33;42;45;51;54
821;1;5;11;13;19;20;35;36;49;55
822;5;8;9;11;30;34;41;42;45;57
823;22;31;32;33;35;38;39;47;50;52
824;4;6;11;13;15;34;41;51;56;60
825;13;28;32;40;41;43;44;50;51;54
826;5;9;10;14;19;22;42;54;56;59
827;2;3;7;18;20;26;28;41;42;50
828;2;17;23;31;37;39;46;51;56;58
829;11;15;25;28;30;36;43;47;57;59
830;22;23;24;25;28;29;50;53;56;60
831;1;4;7;12;33;47;48;51;54;58
832;7;17;20;32;36;41;49;56;58;60
833;2;5;16;17;35;43;46;47;54;57
834;6;20;23;24;28;35;36;46;50;53
835;1;2;11;21;27;45;52;54;57;58
836;8;13;26;30;33;39;41;45;55;56
837;2;8;10;13;19;22;26;37;41;52
838;6;12;19;24;34;36;38;52;54;56
839;3;7;17;20;42;46;51;52;57;59
840;1;7;9;16;18;25;28;42;56;60
841;11;12;13;22;25;27;38;45;48;52
842;8;11;16;19;24;31;34;41;43;48
843;2;23;26;31;33;38;47;50;57;58
844;5;7;15;19;27;33;35;44;56;58
845;1;7;11;18;27;36;46;51;52;58
846;10;11;23;27;28;41;45;46;50;52
847;2;11;15;23;26;30;31;33;38;48
848;4;12;17;21;27;34;35;38;44;60
849;16;21;23;32;43;47;48;50;56;60
850;8;11;24;26;41;43;47;49;55;56
851;6;9;16;28;29;33;35;51;55;58
852;7;14;20;22;31;37;40;41;42;55
853;8;20;25;29;30;33;38;48;56;57
854;6;8;11;15;17;22;25;45;48;59
855;3;10;17;22;24;31;32;36;50;58
856;1;8;10;15;23;29;42;50;54;60
857;3;8;15;17;19;44;46;51;52;59
858;3;4;7;17;27;41;46;54;55;60
859;1;3;19;23;28;30;36;44;54;57
860;7;20;26;28;30;36;38;48;50;55
861;15;29;30;33;34;40;42;52;56;57
862;8;17;25;31;40;45;48;53;57;58
863;2;6;9;18;23;30;32;43;51;56
864;2;15;19;23;31;36;40;52;56;60
865;3;16;25;30;37;38;39;41;44;45
866;6;10;12;14;23;31;32;46;54;59
867;8;11;20;21;29;31;32;38;44;51
868;5;13;19;24;28;29;33;39;52;59
869;3;14;17;19;21;23;26;30;34;36
870;4;9;17;21;23;31;38;51;55;59
871;1;2;20;26;28;31;33;36;39;44
872;5;12;16;22;23;34;42;55;58;60
873;2;10;11;24;35;39;41;43;47;56
874;5;10;17;25;28;42;43;48;59;60
875;5;6;7;13;22;37;38;39;53;55
876;1;5;13;24;31;33;35;47;52;53
877;3;4;21;23;33;34;38;46;55;56
878;10;12;28;39;44;46;49;52;58;60
879;9;17;27;28;33;45;47;50;56;58
880;3;8;29;38;46;49;53;54;59;60
881;5;9;14;22;24;29;35;55;56;58
882;5;9;13;26;27;46;49;52;53;59
883;1;2;10;12;19;30;39;45;46;50
884;7;11;12;23;28;35;44;45;58;60
885;3;8;16;29;31;35;36;41;43;60
886;15;16;22;31;35;42;47;50;54;55
887;7;19;20;22;24;27;29;40;43;53
888;2;3;6;22;30;39;47;49;50;51
889;3;7;9;11;26;39;42;46;51;55
890;4;34;39;41;42;47;48;53;54;59
891;11;23;28;29;33;34;36;52;53;54
892;1;3;15;27;31;36;39;43;45;56
893;4;17;20;24;30;34;41;46;51;53
894;1;3;7;14;17;18;25;36;38;54
895;6;11;12;14;27;35;38;46;48;57
896;1;2;5;39;43;44;46;47;52;55
897;8;12;36;39;42;49;53;54;55;58
898;13;16;21;23;26;39;44;46;56;59
899;8;9;17;18;24;49;53;54;55;59
900;15;17;27;32;34;39;45;48;50;51
901;6;18;21;26;30;33;36;41;46;49
902;7;9;22;31;42;46;47;53;54;57
903;9;27;30;38;43;45;51;52;57;60
904;1;13;19;21;33;34;43;49;51;57
905;14;19;20;23;25;26;28;32;38;54
906;2;8;11;13;15;21;24;26;43;51
907;5;9;11;19;23;35;36;42;50;53
908;1;5;23;25;35;37;39;40;42;49
909;3;22;23;28;32;42;43;50;55;56
910;15;17;20;31;36;38;39;45;46;53
911;2;3;4;6;10;17;18;26;34;52
912;14;17;27;34;36;48;50;51;52;58
913;12;13;20;22;39;40;41;47;52;56
914;8;11;16;38;39;40;41;46;49;54
915;1;8;9;29;30;33;34;41;46;58
916;1;6;8;14;32;37;38;41;47;53
917;12;13;20;27;40;41;42;56;57;58
918;9;16;27;34;45;52;53;54;58;60
919;2;4;11;12;16;25;39;47;49;56
920;4;6;7;15;18;23;24;36;43;47
921;1;2;5;8;12;19;29;38;54;56
922;2;6;12;19;21;46;49;52;53;58
923;9;29;39;41;45;46;49;50;53;56
924;4;20;21;26;29;30;32;35;37;56
925;2;9;39;45;46;47;51;55;57;58
926;4;12;16;19;25;35;40;43;47;56
927;3;8;18;29;35;43;46;47;50;56
928;1;10;13;22;23;28;35;41;53;60
929;5;8;9;17;18;24;26;38;46;56
930;3;6;8;15;16;19;29;38;39;51
931;9;11;15;18;32;39;50;51;58;59
932;9;19;28;46;47;54;55;57;58;60
933;9;14;15;16;30;35;37;41;48;57
934;1;2;13;19;24;26;39;45;46;52
935;16;18;25;37;42;47;49;52;56;57
936;10;13;14;17;18;25;27;35;42;49
937;8;11;17;21;24;29;40;42;50;58
938;2;7;9;18;31;37;49;55;56;60
939;4;7;8;15;16;18;21;28;38;45
940;5;13;17;20;26;31;32;37;39;49
941;5;18;21;28;29;39;43;45;53;60
942;18;19;28;32;36;42;44;53;57;59
943;1;2;16;17;25;26;29;37;44;57
944;1;6;9;20;30;32;33;37;39;44
945;7;10;13;14;16;32;34;38;45;56
946;21;23;29;30;31;33;35;45;50;53
947;3;7;13;16;18;43;47;49;55;57
948;1;3;5;13;16;26;36;44;48;59
949;2;3;12;14;20;25;31;39;48;58
950;6;14;18;20;23;24;29;38;40;51
951;3;11;26;27;34;40;46;48;52;53
952;4;14;18;20;24;40;44;49;50;58
953;3;11;12;16;17;19;20;24;50;60
954;5;8;10;12;20;22;23;34;48;59
955;2;15;24;28;42;46;48;51;53;54
956;6;16;18;32;38;39;41;53;57;59
957;1;3;12;14;24;25;26;37;43;48
958;2;6;12;22;33;35;38;47;51;58
959;2;10;13;19;20;23;31;33;42;55
960;2;3;5;38;40;41;42;45;46;49
961;6;9;10;13;25;43;44;46;49;54
962;4;7;8;10;12;20;29;30;56;58
963;2;3;8;10;17;18;19;35;50;57
964;9;13;27;31;32;33;43;45;52;53
965;14;17;30;32;34;45;47;50;57;58
966;2;9;17;22;38;41;48;51;53;54
967;1;2;12;23;28;29;33;37;43;49
968;4;16;23;28;32;47;48;52;54;57
969;4;9;21;23;25;34;38;53;57;60
970;8;9;29;30;31;45;48;52;55;57
971;16;19;34;41;43;48;51;56;59;60
972;7;11;18;22;24;33;43;44;50;60
973;3;4;10;12;18;24;31;41;50;58
974;13;23;24;35;37;40;42;47;52;57
975;27;29;31;37;43;44;48;50;52;58
976;6;13;25;28;29;38;44;45;48;54
977;3;8;12;19;21;31;36;56;58;60
978;6;9;11;26;32;35;38;42;50;57
979;4;6;18;31;38;39;42;47;51;57
980;10;16;19;20;30;38;39;51;54;55
981;11;14;16;18;27;29;39;49;58;60
982;3;9;12;26;27;28;30;48;59;60
983;4;5;7;16;19;29;40;41;42;47
984;4;6;7;9;11;14;19;38;46;54
985;5;11;16;22;23;26;37;43;45;53
986;9;11;14;19;32;37;42;46;47;50
987;9;18;24;26;37;42;44;45;55;56
988;1;2;9;19;20;23;35;44;47;54
989;1;21;23;28;29;41;44;49;55;58
990;4;9;21;23;24;29;39;42;43;53
991;2;4;17;18;20;27;36;44;49;52
992;4;5;11;12;13;22;36;46;58;59
993;12;21;23;29;48;50;55;56;58;60
994;12;15;23;24;33;36;39;54;58;60
995;1;4;11;20;22;34;35;42;44;47
996;1;3;10;17;18;19;21;22;31;47
997;2;3;19;22;25;29;32;44;45;47
998;1;5;13;15;23;29;31;37;47;52
999;11;13;18;22;26;32;37;43;45;47
1000;1;2;13;21;31;36;41;42;52;58
1001;2;4;8;21;26;33;38;45;51;56
1002;8;9;14;17;18;23;33;34;39;42
1003;2;8;9;11;19;35;37;41;46;56
1004;9;15;22;31;34;39;42;43;47;49
1005;1;3;5;9;19;22;37;38;45;53
1006;4;7;10;11;12;13;20;22;24;47
1007;11;18;29;35;39;41;46;51;59;60
1008;5;7;8;12;20;38;42;47;53;59
1009;1;12;16;24;28;43;46;53;59;60
1010;3;12;14;20;25;29;30;35;40;56
1011;7;20;23;26;28;29;32;34;36;41
1012;6;11;17;27;29;34;40;49;50;54
1013;6;10;11;12;17;26;30;32;54;60
1014;1;6;16;23;37;38;44;46;49;59
1015;3;7;20;31;32;41;44;45;48;59
1016;4;7;8;9;12;13;19;24;31;40
1017;5;10;14;22;29;32;36;44;55;59
1018;18;20;22;29;37;39;42;47;53;57
1019;9;11;16;17;18;29;36;45;49;50
1020;3;10;16;21;23;24;45;49;51;57
1021;3;9;11;20;28;29;52;56;59;60
1022;4;5;7;13;23;24;28;33;36;50
1023;10;11;18;19;20;37;38;39;42;47
1024;10;11;21;26;36;38;45;51;53;57
1025;5;6;7;24;26;27;40;41;48;54
1026;1;4;6;18;19;22;36;44;45;46
1027;1;19;32;33;36;37;43;46;51;53
1028;2;3;7;17;21;25;40;42;51;58
1029;2;6;19;21;30;40;48;51;52;53
1030;1;4;15;18;27;28;30;41;44;54
1031;12;14;15;18;25;29;33;39;57;58
1032;2;8;13;14;20;24;31;36;39;56
1033;12;17;19;26;27;42;47;48;58;59
1034;1;3;20;23;28;42;43;48;50;56
1035;2;5;11;12;14;33;39;40;49;59
1036;1;8;15;17;19;22;25;27;54;59
1037;5;8;9;20;22;28;35;43;51;56
1038;14;21;22;27;29;35;36;42;43;54
1039;1;3;8;18;20;33;36;53;55;59
1040;11;25;28;32;33;39;44;52;53;55
1041;3;7;22;25;37;44;56;58;59;60
1042;1;3;6;15;16;19;31;34;40;54
1043;8;12;17;18;20;27;28;34;36;43
1044;3;5;22;25;30;35;36;38;41;59
1045;10;12;16;18;24;26;27;30;45;53
1046;2;5;8;9;21;22;23;32;45;49
1047;2;4;8;11;14;16;18;23;30;38
1048;13;14;28;40;41;43;47;51;55;58
1049;1;5;15;16;35;37;41;48;50;54
1050;5;7;9;19;20;33;36;38;40;59
1051;4;11;16;20;21;38;41;42;44;57
1052;4;6;9;17;26;36;43;53;56;58
1053;11;13;32;41;45;49;51;53;54;58
1054;18;22;26;29;35;39;43;44;47;58
1055;6;12;16;20;35;41;45;48;58;60
1056;6;13;17;43;44;47;49;52;56;60
1057;1;2;15;29;40;43;48;49;53;58
1058;7;11;18;19;27;29;32;35;47;55
1059;4;7;14;16;22;25;34;40;49;59
1060;11;12;25;29;30;37;38;48;50;58
1061;3;9;10;12;36;37;42;53;54;58
1062;2;3;4;15;18;29;38;41;44;56
1063;8;14;28;31;34;38;41;42;55;58
1064;3;6;27;35;36;37;44;50;53;58
1065;2;4;8;11;18;19;23;41;42;43
1066;5;13;14;15;16;24;25;37;48;52
1067;10;12;19;23;26;40;46;54;56;59
1068;2;15;29;31;35;43;44;45;50;59
1069;4;8;10;21;26;30;33;43;44;53
1070;2;19;22;33;35;43;45;49;55;57
1071;5;6;11;16;19;27;46;50;55;56
1072;6;20;23;28;29;32;35;36;52;54
1073;2;6;17;28;38;40;41;42;51;56
1074;5;10;25;30;36;40;44;49;50;51
1075;2;8;9;12;28;32;47;48;50;56
1076;4;11;13;18;22;25;28;38;49;53
1077;6;11;14;15;16;24;29;44;45;53
1078;4;17;18;20;35;36;42;44;46;48
1079;2;19;24;31;42;47;48;49;54;55
1080;2;4;6;10;16;24;29;31;54;59
1081;4;13;15;27;32;33;36;41;47;54
1082;4;7;9;11;22;24;27;28;29;52
1083;1;4;18;20;28;31;33;36;40;46
1084;3;17;21;22;23;45;46;52;56;60
1085;3;7;12;22;32;34;51;52;58;60
1086;11;23;24;25;33;34;37;53;54;60
1087;5;10;20;30;37;42;48;50;52;60
1088;10;23;26;28;30;33;36;43;54;58
1089;12;13;25;32;37;40;41;55;58;59
1090;4;14;15;19;20;23;28;32;37;45
1091;4;12;19;21;26;35;36;45;54;59
1092;6;19;21;29;31;35;42;44;49;52
1093;7;11;22;25;33;34;38;53;55;57
1094;4;9;10;11;14;19;30;36;55;60
1095;3;11;30;33;36;38;45;47;57;60
1096;21;22;25;27;30;36;41;52;53;60
1097;4;8;20;23;24;28;35;37;45;56
1098;1;11;23;31;35;40;52;55;57;58
1099;1;16;23;31;33;41;46;49;54;57
1100;13;29;33;36;39;48;52;54;55;58
1101;3;22;31;33;36;40;42;51;56;59
1102;6;13;18;19;28;29;31;43;49;50
1103;7;22;23;26;37;38;40;43;55;57
1104;2;9;10;13;26;32;35;39;49;59
1105;1;5;13;20;23;24;27;35;49;51
1106;7;15;17;20;26;31;33;36;41;46
1107;12;18;22;42;44;51;52;54;57;59
1108;4;14;17;20;25;28;41;45;58;59
1109;5;6;14;19;27;33;43;45;52;56
1110;1;4;5;15;19;22;37;39;55;59
1111;2;6;9;21;32;38;50;52;53;55
1112;5;18;24;26;37;40;44;47;56;57
1113;8;16;19;22;32;39;44;49;54;60
1114;9;15;24;26;28;45;51;54;56;57
1115;1;2;18;21;26;32;33;39;41;59
1116;16;33;34;38;43;44;45;50;51;59
1117;2;7;13;29;39;41;47;57;58;59
1118;5;14;15;30;33;38;39;52;57;58
1119;11;18;19;26;32;38;41;43;45;55
1120;10;22;31;32;35;36;38;53;55;56
1121;4;5;8;14;26;37;39;40;54;59
1122;15;20;24;26;31;32;37;48;53;60
1123;8;10;16;29;31;34;36;38;39;54
1124;14;17;18;19;20;26;33;39;45;57
1125;4;6;12;16;25;38;43;45;47;58
1126;11;14;16;17;35;42;44;45;48;54
1127;1;2;12;19;28;35;36;47;51;59
1128;11;21;30;34;37;39;44;47;48;55
1129;1;4;9;15;16;20;21;29;39;45
1130;9;12;27;37;39;44;47;49;54;60
1131;9;10;11;22;33;34;40;47;49;52
1132;2;9;23;25;32;44;50;52;57;60
1133;13;17;21;23;32;35;45;52;57;59
1134;1;6;8;36;37;39;48;53;58;59
1135;19;24;29;34;35;38;46;48;50;55
1136;3;7;12;13;22;32;37;38;46;58
1137;11;18;19;21;35;39;46;48;51;55
1138;5;13;20;24;34;43;44;48;49;57
1139;2;14;15;17;21;22;26;29;54;58
1140;1;5;7;10;17;19;36;46;47;48
1141;3;6;22;37;40;45;51;52;56;59
1142;2;3;22;25;30;41;43;45;46;58
1143;29;31;32;33;35;37;41;42;57;60
1144;3;5;20;26;27;33;42;45;48;55
1145;13;26;30;32;39;40;49;51;57;58
1146;8;10;11;18;31;35;40;46;48;57
1147;3;8;11;17;21;32;43;54;55;60
1148;7;26;27;38;39;42;50;51;57;58
1149;1;6;11;18;29;30;33;44;45;53
1150;4;10;12;20;42;45;46;51;53;54
1151;9;12;26;27;37;39;46;49;53;57
1152;7;14;18;25;28;29;33;48;51;53
1153;3;21;22;24;27;35;38;51;59;60
1154;8;11;14;17;18;34;41;43;49;57
1155;1;6;9;12;23;31;32;35;39;56
1156;3;9;24;26;32;45;46;48;50;52
1157;7;15;17;19;33;36;41;47;51;57
1158;2;21;29;39;40;41;46;54;55;58
1159;5;11;12;28;30;31;37;46;52;58
1160;3;6;7;8;29;31;44;45;49;57
1161;7;15;21;30;33;39;43;48;49;52
1162;2;8;10;23;25;40;44;46;53;54
1163;2;6;9;14;16;17;23;29;35;59
1164;1;3;8;13;21;29;32;36;40;44
1165;3;6;7;17;20;25;26;38;54;56
1166;16;18;20;28;35;39;40;44;46;52
1167;4;9;15;17;28;44;45;48;51;56
1168;2;3;10;26;33;40;41;44;46;57
1169;4;8;16;18;22;24;26;47;54;55
1170;7;15;19;32;43;44;50;54;57;60
1171;2;6;9;18;24;30;41;50;54;57
1172;4;8;9;20;27;43;47;48;56;58
1173;2;6;17;21;22;27;30;31;45;54
1174;1;11;12;26;28;31;36;44;57;58
1175;6;18;20;25;27;28;29;34;47;50
1176;2;10;13;18;39;51;54;56;58;59
1177;7;18;19;20;35;36;41;43;54;60
1178;1;13;19;20;26;27;44;50;52;60
1179;9;23;26;27;39;44;46;48;51;56
1180;9;12;15;29;30;32;43;47;54;58
1181;4;19;20;23;26;33;35;47;54;58
1182;1;2;7;8;11;20;27;52;58;59
1183;2;4;6;10;11;31;46;49;53;59
1184;9;10;18;19;22;41;48;51;52;57
1185;2;3;4;12;17;26;28;36;42;54
1186;6;11;21;22;30;47;49;52;56;59
1187;4;5;7;8;20;32;39;42;52;59
1188;10;21;23;24;32;35;42;50;57;58
1189;3;9;11;14;19;28;32;37;47;56
1190;1;13;29;30;43;48;50;53;54;59
1191;7;8;18;23;27;36;41;48;58;59
1192;18;21;25;27;41;46;49;52;54;56
1193;5;11;13;20;32;34;36;37;50;57
1194;1;2;5;13;15;37;52;53;56;57
1195;4;8;18;23;24;26;33;41;49;53
1196;12;13;18;24;27;28;40;51;55;56
1197;4;8;10;19;20;25;29;46;51;53
1198;13;22;25;31;32;35;38;41;43;52
1199;3;17;21;25;34;37;40;42;46;53
1200;2;9;10;34;39;47;52;53;55;57
1201;4;9;34;38;41;43;44;45;54;58
1202;2;19;29;33;36;39;41;46;52;54
1203;5;7;10;13;43;47;50;51;52;60
1204;2;10;11;17;27;34;36;37;53;56
1205;21;22;23;24;25;35;36;41;49;56
1206;5;9;19;21;32;35;43;45;56;57
1207;2;12;21;26;27;30;37;48;51;57
1208;10;26;30;33;34;37;38;39;40;53
1209;10;23;28;31;35;39;43;47;53;57
1210;3;9;14;25;29;35;37;46;52;55
1211;5;24;26;28;33;39;44;47;48;52
1212;1;13;15;26;30;31;33;34;40;57
1213;9;11;14;17;22;24;30;32;45;48
1214;7;11;17;27;34;35;36;39;44;51
1215;7;16;22;30;33;36;37;53;56;60
1216;2;3;12;16;29;34;39;42;48;52
1217;8;14;15;21;23;35;49;50;51;53
1218;3;5;8;9;11;13;14;25;32;43
1219;4;8;17;23;24;25;37;38;45;49
1220;6;15;17;18;25;35;37;38;48;56
1221;2;3;6;17;27;38;52;54;55;58
1222;2;3;13;15;24;26;34;36;39;60
1223;1;6;22;23;28;32;38;46;51;60
1224;6;8;14;17;18;20;23;27;52;60
1225;1;3;6;14;15;16;24;38;49;50
1226;1;15;16;17;28;30;36;44;49;51
1227;2;16;22;30;35;38;45;46;53;56
1228;2;3;4;10;20;22;31;43;45;57
1229;1;2;8;28;33;35;40;44;48;56
1230;2;3;10;29;35;39;48;49;54;58
1231;1;6;7;12;14;15;18;43;51;53
1232;4;8;24;29;30;33;44;46;47;55
1233;7;12;15;18;36;37;41;48;51;57
1234;2;8;22;28;39;42;47;51;53;59
1235;9;19;23;24;41;42;48;50;51;57
1236;2;3;10;12;30;32;34;35;51;53
1237;1;5;15;23;28;48;49;52;53;56
1238;7;10;21;25;26;32;33;40;57;59
1239;1;9;10;25;34;35;40;53;55;60
1240;3;9;13;17;18;20;25;30;38;54
1241;3;10;12;16;27;34;36;37;53;56
1242;4;9;26;28;31;33;36;43;54;56
1243;5;13;14;18;19;32;34;40;42;53
1244;3;4;5;19;25;31;39;44;45;49
1245;5;7;21;31;33;43;44;49;54;59
1246;2;4;7;19;32;41;42;55;56;59
1247;3;10;17;18;20;21;37;40;42;52
1248;13;14;21;31;32;34;37;41;43;44
1249;2;5;14;23;26;27;33;50;59;60
1250;3;7;9;13;37;41;42;46;52;56
1251;4;6;7;10;17;19;27;44;52;55
1252;8;11;13;22;29;31;35;42;51;56
1253;9;15;16;19;26;29;43;56;57;59
